BusinessEntityID,PersonType,Name,HireDate,EmailPromotion,Thời Gian Gửi Đơn,Rate,KPI,Doanh Số Đạt Được,Vượt KPI,VacationHours,SickLeaveHours,Số Ngày,Quyết định Tăng Lương
13914,IN,Juan C Richardson,2006-08-07 10:18:39.405,1,2011-02-27 02:17:47.076,87,767533,748919,-18614,65,36,1664.0,Không
13915,IN,Hector NULL Gutierrez,2008-09-23 11:19:17.178,2,2009-10-31 00:16:18.770,125,1102777,1104773,1996,94,49,402.0,Không
13916,IN,Sebastian C Richardson,2007-06-16 22:22:47.308,2,2011-08-31 19:28:29.106,18,158800,163131,4331,44,76,1536.0,Không
13917,IN,Hector E Torres,2010-04-25 02:09:42.291,0,,55,485222,503615,18393,55,80,,Không
13918,IN,Cole NULL Richardson,2009-05-10 02:45:42.825,1,2011-02-14 08:10:28.038,96,846933,857407,10474,81,41,645.0,Không
13919,IN,Jared C Richardson,2008-10-03 16:40:39.012,2,2011-12-18 15:53:02.888,121,1067488,1064575,-2913,20,55,1170.0,Không
13920,IN,Hector M Gill,2008-05-14 16:28:19.377,1,2011-02-14 16:11:12.923,37,326422,327592,1170,53,30,1005.0,Có
13921,IN,Hector E Vazquez,2009-07-22 21:45:19.647,0,,27,238200,240158,1958,81,38,,Không
13922,IN,Hector J Blanco,2012-07-05 22:45:43.608,2,2016-06-13 16:23:56.710,76,670488,667325,-3163,32,30,1438.0,Không
13923,IN,Garrett NULL Richardson,2009-09-26 04:26:15.027,0,,98,864577,886303,21726,57,53,,Không
13924,IN,Hector K Serrano,2008-11-12 03:41:12.766,2,2012-04-22 08:51:43.272,62,546977,548216,1239,56,66,1257.0,Không
13925,IN,Steven NULL Richardson,2008-06-25 00:20:42.955,0,,81,714600,727724,13124,12,64,,Không
13926,IN,Adrian C Richardson,2011-11-14 02:01:44.063,0,,87,767533,746590,-20943,16,61,,Không
13927,IN,Hector NULL Ramos,2007-08-25 01:37:27.570,1,2010-09-15 14:36:06.346,45,397000,391389,-5611,97,57,1117.0,Không
13928,IN,Cody NULL Richardson,2008-01-14 03:33:32.135,2,2010-04-15 08:49:36.295,21,185266,208100,22834,89,58,822.0,Không
13929,IN,Sheila NULL Ramos,2010-07-06 01:03:25.959,0,,90,794000,805563,11563,59,38,,Không
13930,IN,Hector NULL Carlson,2008-01-10 02:57:35.648,1,2012-10-22 18:07:39.370,69,608733,590821,-17912,6,26,1747.0,Không
13931,IN,Hector L Suarez,2011-06-30 17:48:08.050,1,2015-05-19 19:33:59.153,62,546977,563791,16814,0,64,1419.0,Không
13932,IN,Hector NULL Sanz,2012-02-28 19:02:04.623,0,,124,1093955,1076813,-17142,39,32,,Không
13933,IN,Charles I Richardson,2013-08-11 21:00:28.942,1,2016-04-16 02:02:39.644,17,149977,125384,-24593,50,63,978.0,Không
13934,IN,Devin G Richardson,2012-05-24 11:10:40.677,0,,83,732244,707598,-24646,94,31,,Không
13935,IN,Hector E Ortega,2010-04-11 00:01:57.670,0,,81,714600,733757,19157,65,79,,Không
13936,IN,Eduardo E Richardson,2006-03-22 20:57:59.945,0,,82,723422,730305,6883,93,69,,Không
13937,IN,Danny NULL Martin,2011-04-23 01:54:44.517,1,2015-02-06 23:12:25.231,101,891044,905678,14634,56,20,1385.0,Có
13938,IN,Danny V Gomez,2011-06-13 03:36:01.528,1,2015-05-26 00:55:54.098,101,891044,903853,12809,59,66,1442.0,Không
13939,IN,Richard NULL Richardson,2006-08-16 12:43:16.703,0,,77,679311,661283,-18028,10,25,,Không
13940,IN,Danny NULL Ruiz,2009-01-02 14:40:14.044,1,2013-06-16 14:32:05.597,11,97044,109423,12379,88,53,1625.0,Không
13941,IN,Danny C Diaz,2009-02-08 14:36:01.568,1,2012-01-07 12:39:55.983,124,1093955,1096812,2857,83,31,1062.0,Không
13942,IN,Danny NULL Hernandez,2011-07-18 22:30:10.868,2,2013-09-23 03:15:21.877,105,926333,937960,11627,86,77,797.0,Không
13943,IN,Marcus L Richardson,2007-09-09 05:43:41.858,1,2009-12-01 05:37:47.461,12,105866,104112,-1754,69,48,813.0,Không
13944,IN,Ian NULL Richardson,2006-05-14 23:26:20.974,0,,117,1032200,1017462,-14738,43,79,,Không
13945,IN,Danny NULL Alvarez,2007-07-15 17:01:40.503,0,,125,1102777,1120896,18119,76,52,,Không
13946,IN,Danny NULL Jiménez,2010-01-20 15:08:03.513,0,,33,291133,302479,11346,86,43,,Không
13947,IN,Danny M Moreno,2010-10-19 22:37:44.401,2,2012-04-09 06:51:06.695,57,502866,503740,874,45,46,537.0,Có
13948,IN,Lucas NULL Richardson,2012-04-14 01:58:20.413,0,,27,238200,262682,24482,55,80,,Không
13949,IN,Danny NULL Munoz,2013-05-30 07:01:43.245,0,,114,1005733,1013126,7393,48,52,,Không
13950,IN,Danny S Alonso,2011-05-10 07:53:35.658,1,2012-02-17 19:04:43.168,74,652844,668243,15399,75,31,283.0,Không
13951,IN,Danny NULL Romero,2008-07-30 07:52:49.154,0,,88,776355,797986,21631,99,57,,Không
13952,IN,Xavier NULL Richardson,2006-06-29 20:57:14.154,2,2009-10-28 09:26:29.846,78,688133,663443,-24690,93,46,1216.0,Không
13953,IN,Danny J Navarro,2008-02-26 20:20:32.944,0,,84,741066,743761,2695,66,35,,Không
13954,IN,Dalton W Richardson,2013-06-27 16:16:45.878,0,,122,1076311,1080802,4491,6,41,,Không
13955,IN,Jeremy P Richardson,2010-06-07 17:03:18.353,0,,17,149977,154605,4628,4,47,,Không
13956,IN,Danny L Gutierrez,2011-08-26 19:29:17.029,0,,38,335244,311466,-23778,57,27,,Không
13957,IN,Carlos L Cox,2009-02-11 08:16:09.370,0,,81,714600,734605,20005,21,49,,Không
13958,IN,Danny NULL Travers,2013-08-11 00:48:34.587,1,2015-09-26 21:43:12.360,54,476400,455645,-20755,9,79,776.0,Không
13959,IN,Angel M Cox,2006-06-13 22:39:36.220,0,,40,352888,350422,-2466,15,70,,Không
13960,IN,Sheila NULL Suarez,2013-03-13 22:20:44.769,1,2014-09-09 21:38:00.411,34,299955,283466,-16489,1,25,544.0,Không
13961,IN,Danny L Gill,2013-08-21 01:33:47.977,0,,40,352888,331397,-21491,10,64,,Không
13962,IN,Isaiah E Cox,2007-11-03 19:17:45.358,0,,73,644022,660923,16901,50,59,,Không
13963,IN,Alex NULL Cox,2011-05-21 16:45:11.202,1,2012-06-26 12:02:14.710,73,644022,641737,-2285,86,25,401.0,Không
13964,IN,Danny J Vazquez,2011-01-24 01:48:55.217,1,2012-06-29 21:37:37.218,77,679311,655210,-24101,1,31,522.0,Không
13965,IN,Danny NULL Blanco,2009-06-27 15:30:52.253,0,,108,952800,945565,-7235,39,33,,Không
13966,IN,Evan G Cox,2011-01-16 00:21:48.205,0,,104,917511,917850,339,70,64,,Không
13967,IN,Danny NULL Serrano,2011-03-24 00:01:59.460,2,2014-02-22 12:51:13.399,91,802822,823002,20180,32,44,1066.0,Có
13968,IN,Isaac NULL Cox,2006-05-10 23:59:16.832,0,,45,397000,406151,9151,40,70,,Không
13969,IN,Danny NULL Ramos,2007-07-28 12:05:09.564,2,2009-05-18 08:58:57.617,32,282311,301871,19560,87,70,659.0,Không
13970,IN,Danny NULL Carlson,2007-06-02 03:10:16.962,2,2009-07-09 12:09:14.146,83,732244,746753,14509,11,52,768.0,Có
13971,IN,Danny NULL Suarez,2009-10-21 16:34:29.000,0,,35,308777,284507,-24270,25,71,,Không
13972,IN,Jesse NULL Cox,2007-08-28 15:48:07.285,2,2011-06-27 00:54:56.215,76,670488,678733,8245,68,43,1398.0,Không
13973,IN,Sean J Cox,2010-06-23 10:34:37.088,0,,82,723422,718044,-5378,5,30,,Không
13974,IN,Danny M Schmidt,2012-03-21 10:49:35.222,0,,15,132333,130564,-1769,78,37,,Không
13975,IN,Timothy NULL Cox,2008-07-20 08:08:25.161,0,,26,229377,242557,13180,57,40,,Không
13976,IN,Danny NULL Rubio,2012-09-21 06:11:18.733,0,,68,599911,609257,9346,77,64,,Không
13977,IN,Danny K Ortega,2013-10-21 16:36:58.613,0,,22,194088,186414,-7674,14,42,,Không
13978,IN,Patrick S Cox,2007-11-18 23:21:53.335,0,,47,414644,399315,-15329,36,22,,Không
13979,IN,Sheila J Sanz,2006-06-23 07:48:38.255,1,2009-06-09 23:43:28.736,37,326422,346467,20045,9,28,1082.0,Có
13980,IN,Brian E Cox,2006-10-23 21:18:25.686,2,2011-01-13 05:03:38.904,74,652844,641964,-10880,58,78,1542.0,Không
13981,IN,Bryce NULL Cox,2010-12-21 23:03:08.282,0,,104,917511,917449,-62,54,79,,Không
13982,IN,Roberto NULL Ruiz,2009-04-25 10:58:23.334,1,2012-04-19 15:00:28.325,25,220555,204508,-16047,17,56,1090.0,Không
13983,IN,Nathaniel A Cox,2010-04-28 01:46:33.977,1,2011-03-18 06:57:29.334,85,749888,729364,-20524,55,73,324.0,Không
13984,IN,Roberto A Diaz,2009-10-19 16:19:31.732,2,2013-07-09 13:43:30.790,76,670488,654972,-15516,75,48,1358.0,Không
13985,IN,Roberto NULL Hernandez,2008-10-17 23:43:25.242,2,2012-05-28 13:01:50.273,9,79400,65492,-13908,12,75,1318.0,Không
13986,IN,Roberto NULL Alvarez,2012-10-30 13:51:58.374,1,2017-06-09 09:06:18.740,115,1014555,1001676,-12879,54,49,1682.0,Không
13987,IN,Chase NULL Cox,2010-03-24 01:19:22.170,0,,90,794000,788886,-5114,74,27,,Không
13988,IN,Juan A Cox,2009-11-23 17:14:27.363,1,2010-12-08 17:53:36.013,65,573444,556851,-16593,16,55,380.0,Không
13989,IN,Sebastian J Cox,2007-04-20 09:50:06.435,0,,26,229377,226275,-3102,81,78,,Không
13990,IN,Cole M Cox,2008-08-28 10:08:51.259,0,,10,88222,108945,20723,29,67,,Không
13991,IN,Roberto D Jiménez,2013-09-05 11:06:43.064,2,2014-11-06 14:38:21.567,95,838111,823944,-14167,22,43,427.0,Không
13992,IN,Jared E Cox,2011-02-26 17:37:41.789,0,,31,273488,285116,11628,49,29,,Không
13993,IN,Bryan NULL Cox,2008-01-06 14:46:42.218,0,,103,908688,909714,1026,88,80,,Không
13994,IN,Garrett R Cox,2006-06-04 07:40:02.714,0,,50,441111,458022,16911,4,59,,Không
13995,IN,Roberto R Moreno,2006-02-28 09:29:44.309,2,2009-06-11 00:56:27.315,71,626377,616386,-9991,77,80,1198.0,Không
13996,IN,Steven E Cox,2013-05-20 08:04:18.838,1,2016-07-22 15:19:11.250,62,546977,549440,2463,77,50,1159.0,Không
13997,IN,Roberto NULL Munoz,2012-09-15 16:21:24.955,1,2014-06-17 22:51:53.700,70,617555,597657,-19898,90,63,640.0,Không
13998,IN,Adrian J Cox,2010-11-10 20:59:55.720,1,2011-08-09 19:15:18.944,82,723422,744224,20802,20,59,271.0,Không
13999,IN,Cody NULL Cox,2006-12-08 19:02:55.452,0,,31,273488,279447,5959,44,72,,Không
14000,IN,Roberto M Alonso,2010-12-16 03:44:38.107,0,,120,1058666,1069799,11133,70,37,,Không
14001,IN,Charles K Cox,2009-11-05 16:32:22.146,0,,49,432288,409887,-22401,23,73,,Không
14002,IN,Devin C Cox,2007-06-21 15:53:43.568,1,2008-11-25 17:53:45.996,95,838111,852399,14288,46,23,523.0,Có
14003,IN,Eduardo P Cox,2006-11-15 22:16:30.780,0,,83,732244,752023,19779,84,66,,Không
14004,IN,Sheila NULL Rowe,2011-11-29 03:22:28.207,1,2015-09-18 05:27:52.795,102,899866,920586,20720,78,64,1389.0,Không
14005,IN,Roberto A Romero,2009-09-20 00:05:42.634,2,2010-09-28 23:30:46.083,61,538155,551956,13801,8,67,373.0,Không
14006,IN,Richard NULL Cox,2009-07-12 15:00:30.538,0,,102,899866,886102,-13764,75,53,,Không
14007,IN,Roberto NULL Navarro,2008-11-14 20:02:27.972,1,2009-07-09 04:26:07.683,30,264666,252470,-12196,11,50,236.0,Không
14008,IN,Roberto NULL Gutierrez,2008-12-17 20:37:53.852,1,2013-02-14 22:47:58.338,41,361711,376222,14511,43,63,1520.0,Không
14009,IN,Marcus NULL Cox,2007-08-20 12:36:03.178,0,,108,952800,951616,-1184,93,61,,Không
14010,IN,Roberto NULL Townsend,2012-12-09 07:57:54.782,1,2015-12-29 06:43:13.090,11,97044,107355,10311,47,58,1114.0,Có
14011,IN,Roberto A Dominguez,2006-10-15 15:20:21.821,0,,14,123511,137695,14184,24,43,,Không
14012,IN,Roberto W Gill,2010-05-02 09:18:21.392,2,2014-01-02 15:12:17.527,81,714600,712113,-2487,17,63,1341.0,Không
14013,IN,Ian D Cox,2010-09-15 09:34:34.788,0,,19,167622,192380,24758,24,66,,Không
14014,IN,Lucas J Cox,2007-07-09 13:34:52.028,1,2010-10-29 10:26:55.885,20,176444,192182,15738,0,37,1207.0,Có
14015,IN,Roberto A Vazquez,2011-10-18 16:22:36.481,0,,25,220555,222216,1661,64,23,,Không
14016,IN,Xavier R Cox,2009-12-24 14:25:04.571,0,,61,538155,537832,-323,2,21,,Không
14017,IN,Dalton NULL Cox,2006-06-28 04:11:36.079,1,2010-04-23 22:56:24.699,119,1049844,1049397,-447,78,33,1395.0,Không
14018,IN,Jeremy NULL Cox,2007-04-12 09:24:57.094,0,,58,511688,506283,-5405,28,74,,Không
14019,IN,Roberto M Ramos,2007-10-01 19:18:30.804,2,2010-10-22 06:05:13.080,40,352888,332376,-20512,92,34,1116.0,Không
14020,IN,Sheila M Ortega,2009-07-24 15:21:32.300,1,2009-12-28 21:42:06.604,62,546977,526738,-20239,51,73,157.0,Không
14021,IN,Carlos NULL Howard,2010-02-16 17:31:53.191,2,2013-06-12 10:00:22.780,60,529333,528268,-1065,4,78,1211.0,Không
14022,IN,Angel A Howard,2007-08-20 15:13:44.742,0,,123,1085133,1086414,1281,70,70,,Không
14023,IN,Roberto D Suarez,2010-01-30 01:19:52.593,2,2012-10-15 18:20:55.074,102,899866,908832,8966,72,36,989.0,Không
14024,IN,Isaiah NULL Howard,2011-08-20 14:31:45.142,0,,53,467577,454474,-13103,58,21,,Không
14025,IN,Alex W Howard,2008-04-14 16:31:01.996,0,,39,344066,351596,7530,73,36,,Không
14026,IN,Evan S Howard,2009-03-05 04:08:09.284,1,2010-07-05 12:43:23.870,25,220555,205074,-15481,47,34,487.0,Không
14027,IN,Roberto NULL Sanz,2010-12-16 12:01:54.391,0,,21,185266,189981,4715,10,44,,Không
14028,IN,Mason D Howard,2010-06-14 07:19:49.750,2,2013-08-03 15:48:53.676,74,652844,637654,-15190,26,40,1146.0,Không
14029,IN,Roberto L Rubio,2011-02-23 21:15:23.844,0,,77,679311,665394,-13917,96,39,,Không
14030,IN,Isaac M Howard,2012-10-05 07:20:25.265,0,,53,467577,479399,11822,99,31,,Không
14031,IN,Jesse D Howard,2009-08-11 11:16:00.004,0,,46,405822,395183,-10639,79,72,,Không
14032,IN,Roberto R Ortega,2010-07-02 09:26:25.864,0,,23,202911,179179,-23732,76,55,,Không
14033,IN,Lance NULL Martin,2011-07-22 21:43:44.902,0,,53,467577,488465,20888,64,78,,Không
14034,IN,Lance L Gomez,2012-09-10 21:07:56.855,1,2016-02-02 10:13:26.988,9,79400,67915,-11485,76,22,1239.0,Không
14035,IN,Sean A Howard,2008-09-23 12:31:45.436,0,,74,652844,632378,-20466,19,40,,Không
14036,IN,Timothy NULL Howard,2007-10-07 20:28:34.685,1,2008-07-23 05:43:15.672,62,546977,541016,-5961,45,75,289.0,Không
14037,IN,Lance NULL Ruiz,2009-08-06 12:40:27.297,0,,124,1093955,1073733,-20222,96,26,,Không
14038,IN,Patrick L Howard,2009-09-12 18:38:01.589,2,2011-04-02 10:42:00.140,83,732244,745891,13647,39,63,566.0,Không
14039,IN,Lance A Diaz,2006-09-02 10:00:18.267,1,2009-07-02 19:28:49.992,94,829288,824522,-4766,61,63,1034.0,Không
14040,IN,Brian S Howard,2008-07-06 03:46:47.989,0,,92,811644,809824,-1820,16,62,,Không
14041,IN,Paula B Martin,2010-04-26 03:47:21.490,1,2011-10-01 04:48:41.251,112,988088,1000875,12787,60,26,523.0,Không
14042,IN,Lance J Alvarez,2009-12-16 04:41:16.365,0,,75,661666,668947,7281,19,24,,Không
14043,IN,Bryce E Howard,2008-01-21 20:04:40.372,0,,15,132333,126702,-5631,8,24,,Không
14044,IN,Lance NULL Jimenez,2006-02-22 09:28:57.988,0,,63,555800,572445,16645,38,65,,Không
14045,IN,Lance A Moreno,2007-08-21 16:44:44.978,0,,39,344066,327029,-17037,9,57,,Không
14046,IN,Nathaniel C Howard,2008-02-03 00:21:29.584,0,,25,220555,200539,-20016,17,43,,Không
14047,IN,Lance L Munoz,2011-01-11 07:25:47.040,0,,49,432288,447227,14939,80,61,,Không
14048,IN,Chase K Howard,2012-09-10 18:03:56.593,1,2014-02-03 11:52:00.706,77,679311,683912,4601,80,79,510.0,Không
14049,IN,Lance I Alonso,2011-04-22 02:51:21.486,1,2012-11-19 11:33:26.705,117,1032200,1052224,20024,34,50,577.0,Có
14050,IN,Juan K Howard,2007-11-18 13:28:37.257,0,,29,255844,243204,-12640,65,39,,Không
14051,IN,Lance NULL Romero,2009-10-25 04:59:51.422,1,2011-10-01 06:11:44.220,81,714600,715908,1308,73,48,706.0,Không
14052,IN,Lance C Navarro,2007-03-23 06:17:31.028,1,2008-01-30 14:38:55.706,42,370533,362833,-7700,88,51,313.0,Không
14053,IN,Sebastian NULL Howard,2011-12-24 06:15:14.463,0,,18,158800,159303,503,98,31,,Không
14054,IN,Lance D Gutierrez,2012-02-28 17:32:37.986,0,,9,79400,83870,4470,38,74,,Không
14055,IN,Lance NULL Dominguez,2013-11-20 11:27:43.852,0,,69,608733,612752,4019,40,23,,Không
14056,IN,Jared C Howard,2007-06-06 09:04:42.709,2,2008-02-21 08:25:55.503,51,449933,452503,2570,84,53,259.0,Không
14057,IN,Lance NULL Gill,2013-09-05 08:27:59.765,0,,47,414644,411090,-3554,74,28,,Không
14058,IN,Bryan NULL Howard,2013-02-04 05:18:01.977,0,,117,1032200,1023067,-9133,20,72,,Không
14059,IN,Lance NULL Vazquez,2012-12-07 10:18:57.719,0,,12,105866,83662,-22204,59,74,,Không
14060,IN,Garrett NULL Howard,2007-11-15 09:38:48.117,2,2009-01-19 13:55:45.829,86,758711,780913,22202,80,71,431.0,Không
14061,IN,Lance M Blanco,2013-09-13 23:30:35.876,0,,74,652844,648592,-4252,83,62,,Không
14062,IN,Steven H Howard,2012-07-22 06:50:50.626,2,2016-02-03 20:19:05.053,118,1041022,1030328,-10694,37,32,1291.0,Không
14063,IN,Adrian B Howard,2011-09-30 19:10:58.695,0,,69,608733,610203,1470,83,26,,Không
14064,IN,Cody NULL Howard,2007-01-04 11:34:50.710,0,,63,555800,539716,-16084,89,66,,Không
14065,IN,Lance NULL Serrano,2010-03-21 18:30:13.465,0,,40,352888,358083,5195,67,73,,Không
14066,IN,Lance S Ramos,2006-04-09 15:41:01.827,1,2006-11-29 01:26:27.189,110,970444,983537,13093,89,57,233.0,Không
14067,IN,Lance E Carlson,2006-04-28 05:24:17.387,1,2008-05-06 20:23:34.212,68,599911,617127,17216,85,79,739.0,Không
14068,IN,Charles NULL Howard,2010-05-27 00:39:15.489,1,2014-09-25 05:02:16.585,50,441111,440568,-543,63,50,1582.0,Không
14069,IN,Lance C Suarez,2009-08-12 19:02:59.203,1,2011-03-01 17:06:11.822,70,617555,604147,-13408,64,70,565.0,Không
14070,IN,Devin S Howard,2012-07-21 21:33:52.153,0,,84,741066,754950,13884,19,42,,Không
14071,IN,Lance NULL Sanz,2012-04-16 09:13:02.313,0,,28,247022,242414,-4608,98,32,,Không
14072,IN,Richard D Howard,2012-06-28 00:50:27.631,0,,42,370533,393754,23221,37,68,,Không
14073,IN,Marcus C Howard,2009-05-05 06:03:13.057,0,,121,1067488,1084526,17038,75,55,,Không
14074,IN,Ian L Howard,2013-05-27 01:26:23.954,0,,74,652844,638806,-14038,74,44,,Không
14075,IN,Lance E Rubio,2013-04-06 16:35:31.282,0,,88,776355,798199,21844,13,74,,Không
14076,IN,Lucas A Howard,2006-10-26 11:57:04.929,0,,123,1085133,1078953,-6180,7,34,,Không
14077,IN,Seth NULL Howard,2009-01-28 18:53:17.763,0,,85,749888,768892,19004,3,72,,Không
14078,IN,Lance C Ortega,2006-12-10 19:08:15.087,0,,51,449933,441910,-8023,33,40,,Không
14079,IN,Xavier D Howard,2008-09-05 16:05:47.480,2,2009-07-04 23:30:17.592,58,511688,534818,23130,4,26,302.0,Không
14080,IN,Paula D Ruiz,2006-05-24 18:17:18.166,2,2008-12-13 08:40:55.742,22,194088,210965,16877,12,80,933.0,Không
14081,IN,Albert NULL Martin,2009-09-08 17:14:21.777,2,2011-07-01 10:51:13.824,68,599911,623947,24036,96,20,660.0,Không
14082,IN,Dalton NULL Howard,2007-06-04 14:32:06.069,2,2010-04-11 13:18:28.763,100,882222,877980,-4242,44,40,1041.0,Không
14083,IN,Jeremiah L Howard,2006-12-30 10:29:50.967,2,2008-08-03 14:39:18.720,122,1076311,1075228,-1083,45,22,582.0,Không
14084,IN,Carlos NULL Ward,2006-08-24 22:18:57.001,0,,55,485222,463293,-21929,90,40,,Không
14085,IN,Angel A Ward,2013-12-23 07:13:36.942,0,,83,732244,740098,7854,77,77,,Không
14086,IN,Albert M Gomez,2007-03-06 21:26:13.882,1,2008-03-23 11:57:15.534,20,176444,184651,8207,31,31,382.0,Có
14087,IN,Albert A Diaz,2010-04-08 21:47:44.758,0,,32,282311,266205,-16106,47,70,,Không
14088,IN,Isaiah NULL Ward,2009-06-22 03:32:09.398,1,2011-11-14 01:46:08.162,95,838111,822566,-15545,32,38,874.0,Không
14089,IN,Alex I Ward,2007-04-04 21:22:34.750,2,2012-02-10 15:23:19.111,34,299955,278782,-21173,64,24,1772.0,Không
14090,IN,Albert NULL Hernandez,2013-12-20 22:42:35.034,0,,78,688133,667024,-21109,46,74,,Không
14091,IN,Evan S Ward,2012-03-04 11:04:45.304,0,,50,441111,417628,-23483,44,55,,Không
14092,IN,Albert R Alvarez,2007-12-24 00:14:49.778,0,,53,467577,480127,12550,14,21,,Không
14093,IN,Albert D Jiménez,2007-10-12 06:49:10.082,0,,15,132333,148099,15766,17,49,,Không
14094,IN,Mason NULL Ward,2013-06-11 11:02:23.648,0,,55,485222,496015,10793,57,76,,Không
14095,IN,Albert NULL Moreno,2011-05-05 05:13:03.283,0,,38,335244,348128,12884,14,79,,Không
14096,IN,Isaac M Ward,2007-12-13 16:09:51.745,0,,100,882222,882368,146,14,44,,Không
14097,IN,Jesse A Ward,2012-06-21 20:04:57.554,0,,85,749888,764924,15036,26,57,,Không
14098,IN,Sean NULL Ward,2006-10-20 11:41:59.553,0,,111,979266,995197,15931,90,70,,Không
14099,IN,Timothy E Ward,2007-10-03 09:05:18.095,0,,111,979266,976098,-3168,32,70,,Không
14100,IN,Albert M Alonso,2013-07-17 20:29:24.570,0,,16,141155,156622,15467,11,44,,Không
14101,IN,Patrick J Ward,2012-09-15 12:28:37.762,1,2013-06-10 09:41:51.547,101,891044,909306,18262,3,30,267.0,Không
14102,IN,Bruce R Ward,2013-03-11 15:42:22.546,0,,44,388177,397836,9659,47,45,,Không
14103,IN,Bryce C Ward,2010-11-04 16:44:14.160,0,,29,255844,280402,24558,5,35,,Không
14104,IN,Paula W Diaz,2008-12-22 22:30:28.938,0,,12,105866,93093,-12773,3,68,,Không
14105,IN,Albert NULL Romero,2011-11-03 15:10:03.884,1,2014-03-30 21:53:14.268,68,599911,608112,8201,27,58,878.0,Có
14106,IN,Albert L Navarro,2012-07-21 22:13:14.590,1,2017-07-11 15:06:37.558,70,617555,616647,-908,23,52,1815.0,Không
14107,IN,Nathaniel NULL Ward,2007-09-14 11:21:12.226,0,,26,229377,242405,13028,85,61,,Không
14108,IN,Chase T Ward,2010-11-16 08:50:38.525,0,,113,996911,1021054,24143,47,58,,Không
14109,IN,Juan H Ward,2012-11-03 18:55:34.557,0,,106,935155,956119,20964,60,79,,Không
14110,IN,Richard NULL Cook,2011-08-27 17:37:29.731,2,2016-05-12 22:33:42.616,75,661666,659291,-2375,64,21,1720.0,Không
14111,IN,Albert NULL Dominguez,2013-08-13 09:05:21.524,1,2016-03-30 02:41:39.959,49,432288,415276,-17012,64,50,959.0,Không
14112,IN,Marcus NULL Cook,2008-05-01 17:00:14.980,1,2010-11-17 09:10:34.567,48,423466,439017,15551,59,67,929.0,Không
14113,IN,Ian K Cook,2009-07-17 04:29:31.146,0,,35,308777,306123,-2654,40,65,,Không
14114,IN,Albert NULL Vazquez,2012-04-18 06:53:27.385,1,2013-08-18 03:53:21.364,105,926333,910892,-15441,37,36,486.0,Không
14115,IN,Albert W Blanco,2008-05-14 04:13:11.158,0,,23,202911,193793,-9118,24,69,,Không
14116,IN,Albert E Serrano,2007-02-25 10:08:14.949,1,2009-10-07 20:19:10.566,14,123511,123712,201,7,26,955.0,Có
14117,IN,Lucas C Cook,2011-10-24 05:14:47.688,0,,41,361711,349117,-12594,36,69,,Không
14118,IN,Seth NULL Cook,2009-01-14 16:54:03.697,2,2012-06-22 11:24:02.838,43,379355,373929,-5426,77,51,1254.0,Không
14119,IN,Albert E Ramos,2011-01-07 19:23:11.791,1,2012-09-24 19:06:29.087,115,1014555,1002178,-12377,21,32,625.0,Không
14120,IN,Xavier NULL Cook,2009-04-27 07:45:04.004,2,2010-03-28 06:34:40.198,92,811644,831065,19421,71,76,334.0,Không
14121,IN,Dalton E Cook,2007-12-12 02:16:55.922,1,2008-05-14 13:34:23.565,28,247022,252120,5098,77,64,154.0,Không
14122,IN,Jeremy NULL Cook,2008-07-21 00:52:21.713,0,,62,546977,552315,5338,53,24,,Không
14123,IN,Paula NULL Hernandez,2008-02-13 22:07:12.744,0,,40,352888,349707,-3181,11,79,,Không
14124,IN,Albert W Castro,2010-09-18 18:09:32.222,2,2015-06-14 01:44:12.297,49,432288,409781,-22507,47,38,1729.0,Không
14125,IN,Albert W Suarez,2011-01-16 15:11:59.772,1,2011-07-04 07:10:33.112,119,1049844,1027533,-22311,13,27,168.0,Không
14126,IN,Albert G Sanz,2011-02-01 05:14:39.179,1,2013-10-08 21:22:29.770,48,423466,427585,4119,68,60,980.0,Xem Xét
14127,IN,Carlos NULL Morgan,2006-03-30 15:53:53.141,0,,113,996911,988422,-8489,8,57,,Không
14128,IN,Albert NULL Rubio,2010-07-10 13:46:52.451,1,2012-06-05 05:19:16.027,111,979266,968814,-10452,24,63,695.0,Không
14129,IN,Albert A Ortega,2012-07-07 16:06:49.404,1,2016-03-12 01:08:38.986,123,1085133,1107478,22345,30,22,1343.0,Có
14130,IN,Angel G Morgan,2011-11-15 03:31:58.614,0,,27,238200,227043,-11157,40,44,,Không
14131,IN,Isaiah NULL Morgan,2011-11-02 19:37:05.243,0,,50,441111,460930,19819,64,72,,Không
14132,IN,Randall B Martin,2007-11-12 09:10:07.538,1,2011-05-15 15:00:15.622,84,741066,747887,6821,84,31,1280.0,Không
14133,IN,Alex M Morgan,2011-05-14 14:50:23.925,1,2013-12-29 18:25:48.334,53,467577,454149,-13428,33,61,960.0,Không
14134,IN,Evan G Morgan,2010-06-11 06:22:05.089,1,2014-09-28 07:22:54.502,48,423466,434101,10635,31,32,1570.0,Có
14135,IN,Randall R Gomez,2012-07-17 07:29:58.340,2,2013-01-24 13:17:38.475,92,811644,833413,21769,93,47,191.0,Không
14136,IN,Isaac NULL Morgan,2008-12-17 15:30:00.092,2,2013-01-01 15:20:20.322,50,441111,418906,-22205,0,27,1475.0,Không
14137,IN,Jesse NULL Morgan,2012-07-09 00:03:25.162,0,,103,908688,918218,9530,89,25,,Không
